protein	count_glycosylation	N-linked (GlcNAc...) asparagine	O-linked (GalNAc...) threonine	N-linked (GlcNAc...) (complex) asparagine	O-linked (GalNAc...) serine	O-linked (GlcNAc) serine	C-linked (Man) tryptophan	N-linked (Glc) (glycation) lysine	O-linked (Gal...) hydroxylysine	O-linked (GlcNAc) threonine	O-linked (Xyl...) (glycosaminoglycan) serine	O-linked (Fuc...) threonine	O-linked (Xyl...) (chondroitin sulfate) serine	O-linked (Glc...) serine	O-linked (Xyl...) (heparan sulfate) serine	N-linked (GlcNAc...)	N-linked (GlcNAc...) (high mannose) asparagine	O-linked (Fuc...) serine	O-linked (HexNAc...) threonine	N-linked (GlcNAc...) (keratan sulfate) asparagine	N-linked (GlcNAc...) (polylactosaminoglycan) asparagine
P43251	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UX41	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q00975	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13698	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55287	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P43234	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60911	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P56202	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P32970	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16070	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NV96	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06127	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09564	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NJW9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30203	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZMG9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P09093	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13688	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2X0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43916	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T742	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NUJ2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9ULY5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UMR7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXB4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H741	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IZS7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UGN4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H6B4	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51801	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06681	8	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08123	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q86TY3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01955	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34972	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01031	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02748	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07357	5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P07358	6	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20849	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02388	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
P13569	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08603	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N6G5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DN87	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q70JA7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7LGC8	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75339	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DPE3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQC9	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99788	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P4Q7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C0L5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12110	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12111	15	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
P49747	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07108	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99467	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34810	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08861	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15517	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0CG37	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06276	10	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NS84	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUL8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2HXU8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92478	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UVW9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UJ71	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96M19	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21554	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02458	9	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q9BT09	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16280	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12109	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UMD9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BYE9	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15391	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01151	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00450	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKY3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96G23	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15782	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NCH0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7LFX5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NCG5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXS0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NCF0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A5D8T8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WYK1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02452	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
P10643	7	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6Z7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q4KMG0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95813	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WUJ3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95992	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P17676	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00751	5	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P0CG36	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86X52	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H9P2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51797	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14CN2	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2X3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8K7I4	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86T13	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUN9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51790	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08708	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXZ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q496F6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBD9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXG3	25	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01024	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NE01	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96NU0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P232	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99715	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
P10966	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42081	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05156	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IZ52	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6N3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXN8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13286	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0PK11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NCR9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P26992	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQW8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BZ76	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C0L4	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q07092	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13942	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBB8	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6YHK3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13987	4	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MTB9	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2WEN9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z692	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11597	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NKQ9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NT52	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16880	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZS9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZX3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P126	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WXI8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WTT0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UHP7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDQ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96KN2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29973	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P78357	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13671	10	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
A8TX70	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75829	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P39060	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q05707	12	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZTQ4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N6Q3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06126	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6K0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDX6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0DN86	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P19835	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VTT2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43529	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P2E5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6EIG7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NY25	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NS75	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y271	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15846	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10645	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H8M5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02246	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12860	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23946	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43405	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12107	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15431	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P39059	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01730	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H5V8	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08571	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48509	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P40259	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11912	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P33681	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P27701	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08962	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z4R8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36222	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15335	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HCU4	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NYQ7	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NYQ6	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NET6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NRB3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5QGZ9	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H2A9	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7L1S5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4C5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TAV5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96F05	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UXF7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6ZS10	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BXN2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8NC01	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NY35	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10909	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02462	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29400	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25940	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14055	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9P218	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06731	28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNI1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21854	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3KPI0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N5B7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21926	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C854	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NUI6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NPF2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N1N0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75503	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96KA5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O96005	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P58418	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02461	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Q14031	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P53420	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08572	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9C0A0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UHC6	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQ52	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O94779	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IWV2	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05997	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NMZ7	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14050	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q17RW2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q08345	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99527	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQS5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99678	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWM5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13491	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51674	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MUP6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42261	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92896	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14756	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23527	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P1Z3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99075	6	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IV16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9ULI3	9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q04756	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y251	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4L1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P42701	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05155	14	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6W8	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29459	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14623	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01344	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BZV3	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P15248	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q01113	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05154	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14616	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6H9L7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NP60	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZN1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10915	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96F46	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24592	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
P22692	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14627	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
