Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )	Glycosylation
O15294	OGT1_HUMAN	reviewed	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit)	Homo sapiens (Human)	1046	OGT	CARBOHYD 3 3 O-linked (GlcNAc) serine; alternate. {ECO:0000250}.; CARBOHYD 4 4 O-linked (GlcNAc) serine; alternate. {ECO:0000250}.
O15355	PPM1G_HUMAN	reviewed	Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma)	Homo sapiens (Human)	546	PPM1G	
O15357	SHIP2_HUMAN	reviewed	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 (EC 3.1.3.86) (Inositol polyphosphate phosphatase-like protein 1) (INPPL-1) (Protein 51C) (SH2 domain-containing inositol 5'-phosphatase 2) (SH2 domain-containing inositol phosphatase 2) (SHIP-2)	Homo sapiens (Human)	1258	INPPL1	
O15371	EIF3D_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66)	Homo sapiens (Human)	548	EIF3D	
O15372	EIF3H_HUMAN	reviewed	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	Homo sapiens (Human)	352	EIF3H	
O15400	STX7_HUMAN	reviewed	Syntaxin-7	Homo sapiens (Human)	261	STX7	
O15439	MRP4_HUMAN	reviewed	Multidrug resistance-associated protein 4 (ATP-binding cassette sub-family C member 4) (MRP/cMOAT-related ABC transporter) (Multi-specific organic anion transporter B) (MOAT-B)	Homo sapiens (Human)	1325	ABCC4	CARBOHYD 651 651 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 690 690 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 746 746 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 754 754 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 792 792 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1176 1176 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1309 1309 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O15446	RPA34_HUMAN	reviewed	DNA-directed RNA polymerase I subunit RPA34 (A34.5) (Antisense to ERCC-1 protein) (ASE-1) (CD3-epsilon-associated protein) (CAST) (CD3E-associated protein) (RNA polymerase I-associated factor PAF49)	Homo sapiens (Human)	510	CD3EAP	
O15460	P4HA2_HUMAN	reviewed	Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)	Homo sapiens (Human)	535	P4HA2	CARBOHYD 115 115 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 264 264 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O15479	MAGB2_HUMAN	reviewed	Melanoma-associated antigen B2 (Cancer/testis antigen 3.2) (CT3.2) (DSS-AHC critical interval MAGE superfamily 6) (DAM6) (MAGE XP-2 antigen) (MAGE-B2 antigen)	Homo sapiens (Human)	319	MAGEB2	
O35129	PHB2_MOUSE	reviewed	Prohibitin-2 (B-cell receptor-associated protein BAP37) (Repressor of estrogen receptor activity)	Mus musculus (Mouse)	299	Phb2	
O43143	DHX15_HUMAN	reviewed	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 (EC 3.6.4.13) (ATP-dependent RNA helicase #46) (DEAH box protein 15)	Homo sapiens (Human)	795	DHX15	
O43149	ZZEF1_HUMAN	reviewed	Zinc finger ZZ-type and EF-hand domain-containing protein 1	Homo sapiens (Human)	2961	ZZEF1	
O43159	RRP8_HUMAN	reviewed	Ribosomal RNA-processing protein 8 (EC 2.1.1.-) (Cerebral protein 1) (Nucleomethylin)	Homo sapiens (Human)	456	RRP8	
O43166	SI1L1_HUMAN	reviewed	Signal-induced proliferation-associated 1-like protein 1 (SIPA1-like protein 1) (High-risk human papilloma viruses E6 oncoproteins targeted protein 1) (E6-targeted protein 1)	Homo sapiens (Human)	1804	SIPA1L1	
O43251	RFOX2_HUMAN	reviewed	RNA binding protein fox-1 homolog 2 (Fox-1 homolog B) (Hexaribonucleotide-binding protein 2) (RNA-binding motif protein 9) (RNA-binding protein 9) (Repressor of tamoxifen transcriptional activity)	Homo sapiens (Human)	390	RBFOX2	
O43252	PAPS1_HUMAN	reviewed	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 (PAPS synthase 1) (PAPSS 1) (Sulfurylase kinase 1) (SK 1) (SK1) [Includes: Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (3'-phosphoadenosine-5'-phosphosulfate synthase) (APS kinase) (Adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenylylsulfate 3'-phosphotransferase)]	Homo sapiens (Human)	624	PAPSS1	
O43264	ZW10_HUMAN	reviewed	Centromere/kinetochore protein zw10 homolog	Homo sapiens (Human)	779	ZW10	
O43290	SNUT1_HUMAN	reviewed	U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)	Homo sapiens (Human)	800	SART1	
O43293	DAPK3_HUMAN	reviewed	Death-associated protein kinase 3 (DAP kinase 3) (EC 2.7.11.1) (DAP-like kinase) (Dlk) (MYPT1 kinase) (Zipper-interacting protein kinase) (ZIP-kinase)	Homo sapiens (Human)	454	DAPK3	
O43390	HNRPR_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein R (hnRNP R)	Homo sapiens (Human)	633	HNRNPR	
O43396	TXNL1_HUMAN	reviewed	Thioredoxin-like protein 1 (32 kDa thioredoxin-related protein)	Homo sapiens (Human)	289	TXNL1	
O43491	E41L2_HUMAN	reviewed	Band 4.1-like protein 2 (Generally expressed protein 4.1) (4.1G)	Homo sapiens (Human)	1005	EPB41L2	
O43493	TGON2_HUMAN	reviewed	Trans-Golgi network integral membrane protein 2 (TGN38 homolog) (TGN46) (TGN48) (Trans-Golgi network protein TGN51)	Homo sapiens (Human)	479	TGOLN2	CARBOHYD 39 39 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 82 82 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 96 96 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 152 152 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 180 180 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 208 208 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 222 222 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 373 373 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 377 377 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O43583	DENR_HUMAN	reviewed	Density-regulated protein (DRP) (Protein DRP1) (Smooth muscle cell-associated protein 3) (SMAP-3)	Homo sapiens (Human)	198	DENR	
O43592	XPOT_HUMAN	reviewed	Exportin-T (Exportin(tRNA)) (tRNA exportin)	Homo sapiens (Human)	962	XPOT	
O43639	NCK2_HUMAN	reviewed	Cytoplasmic protein NCK2 (Growth factor receptor-bound protein 4) (NCK adaptor protein 2) (Nck-2) (SH2/SH3 adaptor protein NCK-beta)	Homo sapiens (Human)	380	NCK2	
O43670	ZN207_HUMAN	reviewed	BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)	Homo sapiens (Human)	478	ZNF207	
O43684	BUB3_HUMAN	reviewed	Mitotic checkpoint protein BUB3	Homo sapiens (Human)	328	BUB3	
O43707	ACTN4_HUMAN	reviewed	Alpha-actinin-4 (Non-muscle alpha-actinin 4)	Homo sapiens (Human)	911	ACTN4	
O43719	HTSF1_HUMAN	reviewed	HIV Tat-specific factor 1 (Tat-SF1)	Homo sapiens (Human)	755	HTATSF1	
O43747	AP1G1_HUMAN	reviewed	AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)	Homo sapiens (Human)	822	AP1G1	
O43760	SNG2_HUMAN	reviewed	Synaptogyrin-2 (Cellugyrin)	Homo sapiens (Human)	224	SYNGR2	
O43761	SNG3_HUMAN	reviewed	Synaptogyrin-3	Homo sapiens (Human)	229	SYNGR3	
O43776	SYNC_HUMAN	reviewed	Asparagine--tRNA ligase, cytoplasmic (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)	Homo sapiens (Human)	548	NARS	
O43795	MYO1B_HUMAN	reviewed	Unconventional myosin-Ib (MYH-1c) (Myosin I alpha) (MMI-alpha) (MMIa)	Homo sapiens (Human)	1136	MYO1B	
O43815	STRN_HUMAN	reviewed	Striatin	Homo sapiens (Human)	780	STRN	
O43823	AKAP8_HUMAN	reviewed	A-kinase anchor protein 8 (AKAP-8) (A-kinase anchor protein 95 kDa) (AKAP 95)	Homo sapiens (Human)	692	AKAP8	
O43847	NRDC_HUMAN	reviewed	Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase)	Homo sapiens (Human)	1151	NRDC	
O43852	CALU_HUMAN	reviewed	Calumenin (Crocalbin) (IEF SSP 9302)	Homo sapiens (Human)	315	CALU	CARBOHYD 131 131 N-linked (GlcNAc...) (complex) asparagine. {ECO:0000269|PubMed:19139490, ECO:0000269|PubMed:19159218}.
O43861	ATP9B_HUMAN	reviewed	Probable phospholipid-transporting ATPase IIB (EC 7.6.2.1) (ATPase class II type 9B)	Homo sapiens (Human)	1147	ATP9B	
O60216	RAD21_HUMAN	reviewed	Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog) [Cleaved into: 64-kDa C-terminal product (64-kDa carboxy-terminal product) (65-kDa carboxy-terminal product)]	Homo sapiens (Human)	631	RAD21	
O60264	SMCA5_HUMAN	reviewed	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin A5) (EC 3.6.4.-) (Sucrose nonfermenting protein 2 homolog) (hSNF2H)	Homo sapiens (Human)	1052	SMARCA5	
O60287	NPA1P_HUMAN	reviewed	Nucleolar pre-ribosomal-associated protein 1 (Nucleolar protein 254 kDa) (URB1 ribosome biogenesis 1 homolog)	Homo sapiens (Human)	2271	URB1	
O60291	MGRN1_HUMAN	reviewed	E3 ubiquitin-protein ligase MGRN1 (EC 2.3.2.27) (Mahogunin RING finger protein 1) (RING finger protein 156) (RING-type E3 ubiquitin transferase MGRN1)	Homo sapiens (Human)	552	MGRN1	
O60306	AQR_HUMAN	reviewed	RNA helicase aquarius (EC 3.6.4.13) (Intron-binding protein of 160 kDa) (IBP160)	Homo sapiens (Human)	1485	AQR	
O60313	OPA1_HUMAN	reviewed	Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]	Homo sapiens (Human)	960	OPA1	
O60318	GANP_HUMAN	reviewed	Germinal-center associated nuclear protein (GANP) (80 kDa MCM3-associated protein) (MCM3 acetylating protein) (MCM3AP) (EC 2.3.1.-) (MCM3 acetyltransferase)	Homo sapiens (Human)	1980	MCM3AP	
O60333	KIF1B_HUMAN	reviewed	Kinesin-like protein KIF1B (Klp)	Homo sapiens (Human)	1816	KIF1B	
O60341	KDM1A_HUMAN	reviewed	Lysine-specific histone demethylase 1A (EC 1.-.-.-) (BRAF35-HDAC complex protein BHC110) (Flavin-containing amine oxidase domain-containing protein 2)	Homo sapiens (Human)	852	KDM1A	
O60353	FZD6_HUMAN	reviewed	Frizzled-6 (Fz-6) (hFz6)	Homo sapiens (Human)	706	FZD6	CARBOHYD 38 38 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 352 352 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O60443	GSDME_HUMAN	reviewed	Gasdermin-E (Inversely correlated with estrogen receptor expression 1) (ICERE-1) (Non-syndromic hearing impairment protein 5) [Cleaved into: Gasdermin-E, N-terminal (GSDME-NT); Gasdermin-E, C-terminal (GSDME-CT)]	Homo sapiens (Human)	496	GSDME	
O60504	VINEX_HUMAN	reviewed	Vinexin (SH3-containing adapter molecule 1) (SCAM-1) (Sorbin and SH3 domain-containing protein 3)	Homo sapiens (Human)	671	SORBS3	
O60506	HNRPQ_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein Q (hnRNP Q) (Glycine- and tyrosine-rich RNA-binding protein) (GRY-RBP) (NS1-associated protein 1) (Synaptotagmin-binding, cytoplasmic RNA-interacting protein)	Homo sapiens (Human)	623	SYNCRIP	
O60524	NEMF_HUMAN	reviewed	Nuclear export mediator factor NEMF (Antigen NY-CO-1) (Serologically defined colon cancer antigen 1)	Homo sapiens (Human)	1076	NEMF	
O60568	PLOD3_HUMAN	reviewed	Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 [Includes: Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 (EC 1.14.11.4) (Lysyl hydroxylase 3) (LH3); Procollagen glycosyltransferase (EC 2.4.1.50) (EC 2.4.1.66) (Galactosylhydroxylysine-glucosyltransferase) (Procollagen galactosyltransferase) (Procollagen glucosyltransferase)]	Homo sapiens (Human)	738	PLOD3	CARBOHYD 63 63 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:6FXY, ECO:0000269|PubMed:30089812}.; CARBOHYD 548 548 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:6FXY, ECO:0000269|PubMed:30089812}.
O60610	DIAP1_HUMAN	reviewed	Protein diaphanous homolog 1 (Diaphanous-related formin-1) (DRF1)	Homo sapiens (Human)	1272	DIAPH1	
O60664	PLIN3_HUMAN	reviewed	Perilipin-3 (47 kDa mannose 6-phosphate receptor-binding protein) (47 kDa MPR-binding protein) (Cargo selection protein TIP47) (Mannose-6-phosphate receptor-binding protein 1) (Placental protein 17) (PP17)	Homo sapiens (Human)	434	PLIN3	
O60678	ANM3_HUMAN	reviewed	Protein arginine N-methyltransferase 3 (EC 2.1.1.-) (Heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 3)	Homo sapiens (Human)	531	PRMT3	
O60684	IMA7_HUMAN	reviewed	Importin subunit alpha-7 (Karyopherin subunit alpha-6)	Homo sapiens (Human)	536	KPNA6	
O60701	UGDH_HUMAN	reviewed	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	Homo sapiens (Human)	494	UGDH	
O60704	TPST2_HUMAN	reviewed	Protein-tyrosine sulfotransferase 2 (EC 2.8.2.20) (Tyrosylprotein sulfotransferase 2) (TPST-2)	Homo sapiens (Human)	377	TPST2	CARBOHYD 343 343 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 368 368 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O60716	CTND1_HUMAN	reviewed	Catenin delta-1 (Cadherin-associated Src substrate) (CAS) (p120 catenin) (p120(ctn)) (p120(cas))	Homo sapiens (Human)	968	CTNND1	
O60732	MAGC1_HUMAN	reviewed	Melanoma-associated antigen C1 (Cancer/testis antigen 7.1) (CT7.1) (MAGE-C1 antigen)	Homo sapiens (Human)	1142	MAGEC1	
O60763	USO1_HUMAN	reviewed	General vesicular transport factor p115 (Protein USO1 homolog) (Transcytosis-associated protein) (TAP) (Vesicle-docking protein)	Homo sapiens (Human)	962	USO1	
O60779	S19A2_HUMAN	reviewed	Thiamine transporter 1 (ThTr-1) (ThTr1) (Solute carrier family 19 member 2) (Thiamine carrier 1) (TC1)	Homo sapiens (Human)	497	SLC19A2	CARBOHYD 63 63 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 314 314 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O60784	TOM1_HUMAN	reviewed	Target of Myb protein 1	Homo sapiens (Human)	492	TOM1	
O60831	PRAF2_HUMAN	reviewed	PRA1 family protein 2	Homo sapiens (Human)	178	PRAF2	
O60832	DKC1_HUMAN	reviewed	H/ACA ribonucleoprotein complex subunit DKC1 (EC 5.4.99.-) (CBF5 homolog) (Dyskerin) (Nopp140-associated protein of 57 kDa) (Nucleolar protein NAP57) (Nucleolar protein family A member 4) (snoRNP protein DKC1)	Homo sapiens (Human)	514	DKC1	
O60841	IF2P_HUMAN	reviewed	Eukaryotic translation initiation factor 5B (eIF-5B) (EC 3.6.5.3) (Translation initiation factor IF-2)	Homo sapiens (Human)	1220	EIF5B	
O60884	DNJA2_HUMAN	reviewed	DnaJ homolog subfamily A member 2 (Cell cycle progression restoration gene 3 protein) (Dnj3) (Dj3) (HIRA-interacting protein 4) (Renal carcinoma antigen NY-REN-14)	Homo sapiens (Human)	412	DNAJA2	
O60885	BRD4_HUMAN	reviewed	Bromodomain-containing protein 4 (Protein HUNK1)	Homo sapiens (Human)	1362	BRD4	
O60941	DTNB_HUMAN	reviewed	Dystrobrevin beta (DTN-B) (Beta-dystrobrevin)	Homo sapiens (Human)	627	DTNB	
O75044	SRGP2_HUMAN	reviewed	SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Rho GTPase-activating protein 34)	Homo sapiens (Human)	1071	SRGAP2	
O75054	IGSF3_HUMAN	reviewed	Immunoglobulin superfamily member 3 (IgSF3) (Glu-Trp-Ile EWI motif-containing protein 3) (EWI-3)	Homo sapiens (Human)	1194	IGSF3	CARBOHYD 43 43 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 418 418 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 655 655 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 842 842 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1077 1077 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
O75083	WDR1_HUMAN	reviewed	WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1) (NORI-1)	Homo sapiens (Human)	606	WDR1	
O75110	ATP9A_HUMAN	reviewed	Probable phospholipid-transporting ATPase IIA (EC 7.6.2.1) (ATPase class II type 9A)	Homo sapiens (Human)	1047	ATP9A	
O75116	ROCK2_HUMAN	reviewed	Rho-associated protein kinase 2 (EC 2.7.11.1) (Rho kinase 2) (Rho-associated, coiled-coil-containing protein kinase 2) (Rho-associated, coiled-coil-containing protein kinase II) (ROCK-II) (p164 ROCK-2)	Homo sapiens (Human)	1388	ROCK2	
O75122	CLAP2_HUMAN	reviewed	CLIP-associating protein 2 (Cytoplasmic linker-associated protein 2) (Protein Orbit homolog 2) (hOrbit2)	Homo sapiens (Human)	1294	CLASP2	
O75131	CPNE3_HUMAN	reviewed	Copine-3 (Copine III)	Homo sapiens (Human)	537	CPNE3	
O75146	HIP1R_HUMAN	reviewed	Huntingtin-interacting protein 1-related protein (HIP1-related protein) (Huntingtin-interacting protein 12) (HIP-12)	Homo sapiens (Human)	1068	HIP1R	
O75152	ZC11A_HUMAN	reviewed	Zinc finger CCCH domain-containing protein 11A	Homo sapiens (Human)	810	ZC3H11A	
O75153	CLU_HUMAN	reviewed	Clustered mitochondria protein homolog	Homo sapiens (Human)	1309	CLUH	
O75165	DJC13_HUMAN	reviewed	DnaJ homolog subfamily C member 13 (Required for receptor-mediated endocytosis 8) (RME-8)	Homo sapiens (Human)	2243	DNAJC13	
O75175	CNOT3_HUMAN	reviewed	CCR4-NOT transcription complex subunit 3 (CCR4-associated factor 3) (Leukocyte receptor cluster member 2)	Homo sapiens (Human)	753	CNOT3	
O75179	ANR17_HUMAN	reviewed	Ankyrin repeat domain-containing protein 17 (Gene trap ankyrin repeat protein) (Serologically defined breast cancer antigen NY-BR-16)	Homo sapiens (Human)	2603	ANKRD17	
O75319	DUS11_HUMAN	reviewed	RNA/RNP complex-1-interacting phosphatase (EC 3.1.3.-) (Dual specificity protein phosphatase 11) (Phosphatase that interacts with RNA/RNP complex 1)	Homo sapiens (Human)	377	DUSP11	
O75367	H2AY_HUMAN	reviewed	Core histone macro-H2A.1 (Histone macroH2A1) (mH2A1) (Histone H2A.y) (H2A/y) (Medulloblastoma antigen MU-MB-50.205)	Homo sapiens (Human)	372	H2AFY	
O75369	FLNB_HUMAN	reviewed	Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP)	Homo sapiens (Human)	2602	FLNB	
O75390	CISY_HUMAN	reviewed	Citrate synthase, mitochondrial (EC 2.3.3.1) (Citrate (Si)-synthase)	Homo sapiens (Human)	466	CS	
O75396	SC22B_HUMAN	reviewed	Vesicle-trafficking protein SEC22b (ER-Golgi SNARE of 24 kDa) (ERS-24) (ERS24) (SEC22 vesicle-trafficking protein homolog B) (SEC22 vesicle-trafficking protein-like 1)	Homo sapiens (Human)	215	SEC22B	
O75400	PR40A_HUMAN	reviewed	Pre-mRNA-processing factor 40 homolog A (Fas ligand-associated factor 1) (Formin-binding protein 11) (Formin-binding protein 3) (Huntingtin yeast partner A) (Huntingtin-interacting protein 10) (HIP-10) (Huntingtin-interacting protein A) (Renal carcinoma antigen NY-REN-6)	Homo sapiens (Human)	957	PRPF40A	
O75427	LRCH4_HUMAN	reviewed	Leucine-rich repeat and calponin homology domain-containing protein 4 (Leucine-rich repeat neuronal protein 4) (Leucine-rich neuronal protein)	Homo sapiens (Human)	683	LRCH4	
O75439	MPPB_HUMAN	reviewed	Mitochondrial-processing peptidase subunit beta (EC 3.4.24.64) (Beta-MPP) (P-52)	Homo sapiens (Human)	489	PMPCB	
O75475	PSIP1_HUMAN	reviewed	PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)	Homo sapiens (Human)	530	PSIP1	
O75477	ERLN1_HUMAN	reviewed	Erlin-1 (Endoplasmic reticulum lipid raft-associated protein 1) (Protein KE04) (Stomatin-prohibitin-flotillin-HflC/K domain-containing protein 1) (SPFH domain-containing protein 1)	Homo sapiens (Human)	346	ERLIN1	CARBOHYD 106 106 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
O75494	SRS10_HUMAN	reviewed	Serine/arginine-rich splicing factor 10 (40 kDa SR-repressor protein) (SRrp40) (FUS-interacting serine-arginine-rich protein 1) (Splicing factor SRp38) (Splicing factor, arginine/serine-rich 13A) (TLS-associated protein with Ser-Arg repeats) (TASR) (TLS-associated protein with SR repeats) (TLS-associated serine-arginine protein) (TLS-associated SR protein)	Homo sapiens (Human)	262	SRSF10	
O75525	KHDR3_HUMAN	reviewed	KH domain-containing, RNA-binding, signal transduction-associated protein 3 (RNA-binding protein T-Star) (Sam68-like mammalian protein 2) (SLM-2) (Sam68-like phosphotyrosine protein)	Homo sapiens (Human)	346	KHDRBS3	
O75533	SF3B1_HUMAN	reviewed	Splicing factor 3B subunit 1 (Pre-mRNA-splicing factor SF3b 155 kDa subunit) (SF3b155) (Spliceosome-associated protein 155) (SAP 155)	Homo sapiens (Human)	1304	SF3B1	
O75534	CSDE1_HUMAN	reviewed	Cold shock domain-containing protein E1 (N-ras upstream gene protein) (Protein UNR)	Homo sapiens (Human)	798	CSDE1	
O75569	PRKRA_HUMAN	reviewed	Interferon-inducible double-stranded RNA-dependent protein kinase activator A (PKR-associated protein X) (PKR-associating protein X) (Protein activator of the interferon-induced protein kinase) (Protein kinase, interferon-inducible double-stranded RNA-dependent activator)	Homo sapiens (Human)	313	PRKRA	
O75592	MYCB2_HUMAN	reviewed	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.-) (Myc-binding protein 2) (Protein associated with Myc)	Homo sapiens (Human)	4678	MYCBP2	
O75616	ERAL1_HUMAN	reviewed	GTPase Era, mitochondrial (H-ERA) (hERA) (Conserved ERA-like GTPase) (CEGA) (ERA-W) (ERA-like protein 1)	Homo sapiens (Human)	437	ERAL1	
O75643	U520_HUMAN	reviewed	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)	Homo sapiens (Human)	2136	SNRNP200	
O75663	TIPRL_HUMAN	reviewed	TIP41-like protein (Putative MAPK-activating protein PM10) (Type 2A-interacting protein) (TIP)	Homo sapiens (Human)	272	TIPRL	
O75683	SURF6_HUMAN	reviewed	Surfeit locus protein 6	Homo sapiens (Human)	361	SURF6	
